Date,Year,Month,Unit,Animal,Weight,Commercial_Or_Federally_Inspected,Live_Or_Dressed,Type_Of_Meat
Jan-2007,2007,1,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Dec-2006,2006,12,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Nov-2006,2006,11,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Oct-2006,2006,10,Average Weight in Pounds,Broilers,5.6,Federally Inspected,Live,Poultry
Sep-2006,2006,9,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Aug-2006,2006,8,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jul-2006,2006,7,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Jun-2006,2006,6,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
May-2006,2006,5,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Apr-2006,2006,4,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Mar-2006,2006,3,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Feb-2006,2006,2,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Jan-2006,2006,1,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Dec-2005,2005,12,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Nov-2005,2005,11,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Oct-2005,2005,10,Average Weight in Pounds,Broilers,5.5,Federally Inspected,Live,Poultry
Sep-2005,2005,9,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Aug-2005,2005,8,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jul-2005,2005,7,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jun-2005,2005,6,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
May-2005,2005,5,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Apr-2005,2005,4,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Mar-2005,2005,3,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Feb-2005,2005,2,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jan-2005,2005,1,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Dec-2004,2004,12,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Nov-2004,2004,11,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Oct-2004,2004,10,Average Weight in Pounds,Broilers,5.4,Federally Inspected,Live,Poultry
Sep-2004,2004,9,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Aug-2004,2004,8,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Jul-2004,2004,7,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Jun-2004,2004,6,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
May-2004,2004,5,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Apr-2004,2004,4,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Mar-2004,2004,3,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Feb-2004,2004,2,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Jan-2004,2004,1,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Dec-2003,2003,12,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Nov-2003,2003,11,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Oct-2003,2003,10,Average Weight in Pounds,Broilers,5.3,Federally Inspected,Live,Poultry
Sep-2003,2003,9,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Aug-2003,2003,8,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Jul-2003,2003,7,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Jun-2003,2003,6,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
May-2003,2003,5,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Apr-2003,2003,4,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Mar-2003,2003,3,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Feb-2003,2003,2,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Jan-2003,2003,1,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Dec-2002,2002,12,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Nov-2002,2002,11,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Oct-2002,2002,10,Average Weight in Pounds,Broilers,5.2,Federally Inspected,Live,Poultry
Sep-2002,2002,9,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Aug-2002,2002,8,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Jul-2002,2002,7,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Jun-2002,2002,6,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
May-2002,2002,5,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Apr-2002,2002,4,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Mar-2002,2002,3,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Feb-2002,2002,2,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Jan-2002,2002,1,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Dec-2001,2001,12,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Nov-2001,2001,11,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Oct-2001,2001,10,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Sep-2001,2001,9,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Aug-2001,2001,8,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jul-2001,2001,7,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jun-2001,2001,6,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
May-2001,2001,5,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Apr-2001,2001,4,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Mar-2001,2001,3,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Feb-2001,2001,2,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jan-2001,2001,1,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Dec-2000,2000,12,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Nov-2000,2000,11,Average Weight in Pounds,Broilers,5.1,Federally Inspected,Live,Poultry
Oct-2000,2000,10,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Sep-2000,2000,9,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Aug-2000,2000,8,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Jul-2000,2000,7,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jun-2000,2000,6,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
May-2000,2000,5,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Apr-2000,2000,4,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Mar-2000,2000,3,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Feb-2000,2000,2,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jan-2000,2000,1,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Dec-1999,1999,12,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Nov-1999,1999,11,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Oct-1999,1999,10,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Sep-1999,1999,9,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Aug-1999,1999,8,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Jul-1999,1999,7,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Jun-1999,1999,6,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
May-1999,1999,5,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Apr-1999,1999,4,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Mar-1999,1999,3,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Feb-1999,1999,2,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Jan-1999,1999,1,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Dec-1998,1998,12,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Nov-1998,1998,11,Average Weight in Pounds,Broilers,5,Federally Inspected,Live,Poultry
Oct-1998,1998,10,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Sep-1998,1998,9,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Aug-1998,1998,8,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Jul-1998,1998,7,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jun-1998,1998,6,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
May-1998,1998,5,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Apr-1998,1998,4,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Mar-1998,1998,3,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Feb-1998,1998,2,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Jan-1998,1998,1,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Dec-1997,1997,12,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Nov-1997,1997,11,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Oct-1997,1997,10,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Sep-1997,1997,9,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Aug-1997,1997,8,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jul-1997,1997,7,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jun-1997,1997,6,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
May-1997,1997,5,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Apr-1997,1997,4,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Mar-1997,1997,3,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Feb-1997,1997,2,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Jan-1997,1997,1,Average Weight in Pounds,Broilers,4.9,Federally Inspected,Live,Poultry
Dec-1996,1996,12,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Nov-1996,1996,11,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Oct-1996,1996,10,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Sep-1996,1996,9,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Aug-1996,1996,8,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jul-1996,1996,7,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jun-1996,1996,6,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
May-1996,1996,5,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Apr-1996,1996,4,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Mar-1996,1996,3,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Feb-1996,1996,2,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Jan-1996,1996,1,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Dec-1995,1995,12,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Nov-1995,1995,11,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Oct-1995,1995,10,Average Weight in Pounds,Broilers,4.8,Federally Inspected,Live,Poultry
Sep-1995,1995,9,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Aug-1995,1995,8,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Jul-1995,1995,7,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Jun-1995,1995,6,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
May-1995,1995,5,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Apr-1995,1995,4,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Mar-1995,1995,3,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Feb-1995,1995,2,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Jan-1995,1995,1,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Dec-1994,1994,12,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Nov-1994,1994,11,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Oct-1994,1994,10,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Sep-1994,1994,9,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Aug-1994,1994,8,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Jul-1994,1994,7,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Jun-1994,1994,6,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
May-1994,1994,5,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Apr-1994,1994,4,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Mar-1994,1994,3,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Feb-1994,1994,2,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Jan-1994,1994,1,Average Weight in Pounds,Broilers,4.7,Federally Inspected,Live,Poultry
Dec-1993,1993,12,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Nov-1993,1993,11,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Oct-1993,1993,10,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Sep-1993,1993,9,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Aug-1993,1993,8,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jul-1993,1993,7,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jun-1993,1993,6,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
May-1993,1993,5,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Apr-1993,1993,4,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Mar-1993,1993,3,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Feb-1993,1993,2,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Jan-1993,1993,1,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Dec-1992,1992,12,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Nov-1992,1992,11,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Oct-1992,1992,10,Average Weight in Pounds,Broilers,4.6,Federally Inspected,Live,Poultry
Sep-1992,1992,9,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Aug-1992,1992,8,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jul-1992,1992,7,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jun-1992,1992,6,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
May-1992,1992,5,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Apr-1992,1992,4,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Mar-1992,1992,3,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Feb-1992,1992,2,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Jan-1992,1992,1,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Dec-1991,1991,12,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Nov-1991,1991,11,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Oct-1991,1991,10,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Sep-1991,1991,9,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Aug-1991,1991,8,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jul-1991,1991,7,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jun-1991,1991,6,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
May-1991,1991,5,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Apr-1991,1991,4,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Mar-1991,1991,3,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Feb-1991,1991,2,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jan-1991,1991,1,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Dec-1990,1990,12,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Nov-1990,1990,11,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Oct-1990,1990,10,Average Weight in Pounds,Broilers,4.5,Federally Inspected,Live,Poultry
Sep-1990,1990,9,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Aug-1990,1990,8,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jul-1990,1990,7,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jun-1990,1990,6,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
May-1990,1990,5,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Apr-1990,1990,4,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Mar-1990,1990,3,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Feb-1990,1990,2,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Jan-1990,1990,1,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Dec-1989,1989,12,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Nov-1989,1989,11,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Oct-1989,1989,10,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Sep-1989,1989,9,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Aug-1989,1989,8,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jul-1989,1989,7,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jun-1989,1989,6,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
May-1989,1989,5,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Apr-1989,1989,4,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Mar-1989,1989,3,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Feb-1989,1989,2,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jan-1989,1989,1,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Dec-1988,1988,12,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Nov-1988,1988,11,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Oct-1988,1988,10,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Sep-1988,1988,9,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Aug-1988,1988,8,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jul-1988,1988,7,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Jun-1988,1988,6,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
May-1988,1988,5,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Apr-1988,1988,4,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Mar-1988,1988,3,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Feb-1988,1988,2,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jan-1988,1988,1,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Dec-1987,1987,12,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Nov-1987,1987,11,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Oct-1987,1987,10,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Sep-1987,1987,9,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Aug-1987,1987,8,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Jul-1987,1987,7,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Jun-1987,1987,6,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
May-1987,1987,5,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Apr-1987,1987,4,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Mar-1987,1987,3,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Feb-1987,1987,2,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jan-1987,1987,1,Average Weight in Pounds,Broilers,4.4,Federally Inspected,Live,Poultry
Dec-1986,1986,12,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Nov-1986,1986,11,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Oct-1986,1986,10,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Sep-1986,1986,9,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Aug-1986,1986,8,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jul-1986,1986,7,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jun-1986,1986,6,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
May-1986,1986,5,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Apr-1986,1986,4,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Mar-1986,1986,3,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Feb-1986,1986,2,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Jan-1986,1986,1,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Dec-1985,1985,12,Average Weight in Pounds,Broilers,4.3,Federally Inspected,Live,Poultry
Nov-1985,1985,11,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Oct-1985,1985,10,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Sep-1985,1985,9,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Aug-1985,1985,8,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jul-1985,1985,7,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jun-1985,1985,6,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
May-1985,1985,5,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Apr-1985,1985,4,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Mar-1985,1985,3,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Feb-1985,1985,2,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Jan-1985,1985,1,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Dec-1984,1984,12,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Nov-1984,1984,11,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Oct-1984,1984,10,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Sep-1984,1984,9,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Aug-1984,1984,8,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jul-1984,1984,7,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jun-1984,1984,6,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
May-1984,1984,5,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Apr-1984,1984,4,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Mar-1984,1984,3,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Feb-1984,1984,2,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Jan-1984,1984,1,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Dec-1983,1983,12,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Nov-1983,1983,11,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Oct-1983,1983,10,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Sep-1983,1983,9,Average Weight in Pounds,Broilers,4,Federally Inspected,Live,Poultry
Aug-1983,1983,8,Average Weight in Pounds,Broilers,4,Federally Inspected,Live,Poultry
Jul-1983,1983,7,Average Weight in Pounds,Broilers,4,Federally Inspected,Live,Poultry
Jun-1983,1983,6,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
May-1983,1983,5,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Apr-1983,1983,4,Average Weight in Pounds,Broilers,4.2,Federally Inspected,Live,Poultry
Mar-1983,1983,3,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Feb-1983,1983,2,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Jan-1983,1983,1,Average Weight in Pounds,Broilers,4.1,Federally Inspected,Live,Poultry
Dec-2023,2023,12,Average Weight in Pounds,Other Chickens,6.8,Federally Inspected,Live,Poultry
Nov-2023,2023,11,Average Weight in Pounds,Other Chickens,6.9,Federally Inspected,Live,Poultry
Oct-2023,2023,10,Average Weight in Pounds,Other Chickens,6.9,Federally Inspected,Live,Poultry
