Date,Year,Month,Unit,Production,Animal,Commercial or Federally Inspected,Type of Meat
Apr-2009,2009,4,Million Pounds,14.7,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2009,2009,3,Million Pounds,15.3,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2009,2009,2,Million Pounds,12.2,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2009,2009,1,Million Pounds,12.8,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2008,2008,12,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2008,2008,11,Million Pounds,12.2,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2008,2008,10,Million Pounds,14.2,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2008,2008,9,Million Pounds,13.6,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2008,2008,8,Million Pounds,12.5,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2008,2008,7,Million Pounds,13,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2008,2008,6,Million Pounds,12.5,Lamb and Mutton,Federally Inspected,Red Meat
May-2008,2008,5,Million Pounds,14.4,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2008,2008,4,Million Pounds,14.6,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2008,2008,3,Million Pounds,15.4,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2008,2008,2,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2008,2008,1,Million Pounds,14.2,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2007,2007,12,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2007,2007,11,Million Pounds,15.4,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2007,2007,10,Million Pounds,15.5,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2007,2007,9,Million Pounds,12.9,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2007,2007,8,Million Pounds,13.9,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2007,2007,7,Million Pounds,12.8,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2007,2007,6,Million Pounds,13.1,Lamb and Mutton,Federally Inspected,Red Meat
May-2007,2007,5,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2007,2007,4,Million Pounds,14.3,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2007,2007,3,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2007,2007,2,Million Pounds,13.9,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2007,2007,1,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2006,2006,12,Million Pounds,14.7,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2006,2006,11,Million Pounds,14.8,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2006,2006,10,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2006,2006,9,Million Pounds,13.5,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2006,2006,8,Million Pounds,13.9,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2006,2006,7,Million Pounds,12.6,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2006,2006,6,Million Pounds,13.8,Lamb and Mutton,Federally Inspected,Red Meat
May-2006,2006,5,Million Pounds,15.6,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2006,2006,4,Million Pounds,16.2,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2006,2006,3,Million Pounds,17.7,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2006,2006,2,Million Pounds,14.1,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2006,2006,1,Million Pounds,15.4,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2005,2005,12,Million Pounds,15.9,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2005,2005,11,Million Pounds,15.2,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2005,2005,10,Million Pounds,15.1,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2005,2005,9,Million Pounds,15,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2005,2005,8,Million Pounds,14.6,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2005,2005,7,Million Pounds,12.8,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2005,2005,6,Million Pounds,14.6,Lamb and Mutton,Federally Inspected,Red Meat
May-2005,2005,5,Million Pounds,14.3,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2005,2005,4,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2005,2005,3,Million Pounds,18.8,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2005,2005,2,Million Pounds,14.6,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2005,2005,1,Million Pounds,13.7,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2004,2004,12,Million Pounds,16.2,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2004,2004,11,Million Pounds,15.8,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2004,2004,10,Million Pounds,15.5,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2004,2004,9,Million Pounds,15.6,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2004,2004,8,Million Pounds,14.4,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2004,2004,7,Million Pounds,13.5,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2004,2004,6,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
May-2004,2004,5,Million Pounds,12.3,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2004,2004,4,Million Pounds,16.5,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2004,2004,3,Million Pounds,21.5,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2004,2004,2,Million Pounds,14.1,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2004,2004,1,Million Pounds,14.8,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2003,2003,12,Million Pounds,17.2,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2003,2003,11,Million Pounds,15.6,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2003,2003,10,Million Pounds,17.2,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2003,2003,9,Million Pounds,16.1,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2003,2003,8,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2003,2003,7,Million Pounds,14.9,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2003,2003,6,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
May-2003,2003,5,Million Pounds,14.5,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2003,2003,4,Million Pounds,18.6,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2003,2003,3,Million Pounds,17.6,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2003,2003,2,Million Pounds,14.3,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2003,2003,1,Million Pounds,15.4,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2002,2002,12,Million Pounds,17.8,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2002,2002,11,Million Pounds,17.1,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2002,2002,10,Million Pounds,18.8,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2002,2002,9,Million Pounds,16.8,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2002,2002,8,Million Pounds,15.7,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2002,2002,7,Million Pounds,15.4,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2002,2002,6,Million Pounds,14.4,Lamb and Mutton,Federally Inspected,Red Meat
May-2002,2002,5,Million Pounds,18.6,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2002,2002,4,Million Pounds,18.4,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2002,2002,3,Million Pounds,21.6,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2002,2002,2,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2002,2002,1,Million Pounds,17.1,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2001,2001,12,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2001,2001,11,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2001,2001,10,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2001,2001,9,Million Pounds,16,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2001,2001,8,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2001,2001,7,Million Pounds,16,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2001,2001,6,Million Pounds,16,Lamb and Mutton,Federally Inspected,Red Meat
May-2001,2001,5,Million Pounds,16,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2001,2001,4,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2001,2001,3,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2001,2001,2,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2001,2001,1,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Dec-2000,2000,12,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Nov-2000,2000,11,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Oct-2000,2000,10,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Sep-2000,2000,9,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Aug-2000,2000,8,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Jul-2000,2000,7,Million Pounds,15,Lamb and Mutton,Federally Inspected,Red Meat
Jun-2000,2000,6,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
May-2000,2000,5,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Apr-2000,2000,4,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Mar-2000,2000,3,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Feb-2000,2000,2,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Jan-2000,2000,1,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1999,1999,12,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1999,1999,11,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1999,1999,10,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1999,1999,9,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1999,1999,8,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1999,1999,7,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1999,1999,6,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
May-1999,1999,5,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1999,1999,4,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1999,1999,3,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1999,1999,2,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1999,1999,1,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1998,1998,12,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1998,1998,11,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1998,1998,10,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1998,1998,9,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1998,1998,8,Million Pounds,16,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1998,1998,7,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1998,1998,6,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
May-1998,1998,5,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1998,1998,4,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1998,1998,3,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1998,1998,2,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1998,1998,1,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1997,1997,12,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1997,1997,11,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1997,1997,10,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1997,1997,9,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1997,1997,8,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1997,1997,7,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1997,1997,6,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
May-1997,1997,5,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1997,1997,4,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1997,1997,3,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1997,1997,2,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1997,1997,1,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1996,1996,12,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1996,1996,11,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1996,1996,10,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1996,1996,9,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1996,1996,8,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1996,1996,7,Million Pounds,20,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1996,1996,6,Million Pounds,17,Lamb and Mutton,Federally Inspected,Red Meat
May-1996,1996,5,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1996,1996,4,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1996,1996,3,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1996,1996,2,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1996,1996,1,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1995,1995,12,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1995,1995,11,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1995,1995,10,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1995,1995,9,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1995,1995,8,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1995,1995,7,Million Pounds,19,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1995,1995,6,Million Pounds,22,Lamb and Mutton,Federally Inspected,Red Meat
May-1995,1995,5,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1995,1995,4,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1995,1995,3,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1995,1995,2,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1995,1995,1,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1994,1994,12,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1994,1994,11,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1994,1994,10,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1994,1994,9,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1994,1994,8,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1994,1994,7,Million Pounds,18,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1994,1994,6,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
May-1994,1994,5,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1994,1994,4,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1994,1994,3,Million Pounds,34,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1994,1994,2,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1994,1994,1,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1993,1993,12,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1993,1993,11,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1993,1993,10,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1993,1993,9,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1993,1993,8,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1993,1993,7,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1993,1993,6,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
May-1993,1993,5,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1993,1993,4,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1993,1993,3,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1993,1993,2,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1993,1993,1,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1992,1992,12,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1992,1992,11,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1992,1992,10,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1992,1992,9,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1992,1992,8,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1992,1992,7,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1992,1992,6,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
May-1992,1992,5,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1992,1992,4,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1992,1992,3,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1992,1992,2,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1992,1992,1,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1991,1991,12,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1991,1991,11,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1991,1991,10,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1991,1991,9,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1991,1991,8,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1991,1991,7,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1991,1991,6,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
May-1991,1991,5,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1991,1991,4,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1991,1991,3,Million Pounds,35,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1991,1991,2,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1991,1991,1,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1990,1990,12,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1990,1990,11,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1990,1990,10,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1990,1990,9,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1990,1990,8,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1990,1990,7,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1990,1990,6,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
May-1990,1990,5,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1990,1990,4,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1990,1990,3,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1990,1990,2,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1990,1990,1,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1989,1989,12,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1989,1989,11,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1989,1989,10,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1989,1989,9,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1989,1989,8,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1989,1989,7,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1989,1989,6,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
May-1989,1989,5,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1989,1989,4,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1989,1989,3,Million Pounds,33,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1989,1989,2,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1989,1989,1,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1988,1988,12,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1988,1988,11,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1988,1988,10,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1988,1988,9,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1988,1988,8,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1988,1988,7,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1988,1988,6,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
May-1988,1988,5,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1988,1988,4,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1988,1988,3,Million Pounds,35,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1988,1988,2,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1988,1988,1,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1987,1987,12,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1987,1987,11,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1987,1987,10,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1987,1987,9,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1987,1987,8,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1987,1987,7,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1987,1987,6,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
May-1987,1987,5,Million Pounds,21,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1987,1987,4,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1987,1987,3,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1987,1987,2,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1987,1987,1,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1986,1986,12,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1986,1986,11,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1986,1986,10,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1986,1986,9,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1986,1986,8,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1986,1986,7,Million Pounds,25,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1986,1986,6,Million Pounds,23,Lamb and Mutton,Federally Inspected,Red Meat
May-1986,1986,5,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1986,1986,4,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1986,1986,3,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1986,1986,2,Million Pounds,26,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1986,1986,1,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1985,1985,12,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1985,1985,11,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1985,1985,10,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1985,1985,9,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1985,1985,8,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1985,1985,7,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1985,1985,6,Million Pounds,24,Lamb and Mutton,Federally Inspected,Red Meat
May-1985,1985,5,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1985,1985,4,Million Pounds,29,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1985,1985,3,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1985,1985,2,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1985,1985,1,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1984,1984,12,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1984,1984,11,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1984,1984,10,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Sep-1984,1984,9,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Aug-1984,1984,8,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Jul-1984,1984,7,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
Jun-1984,1984,6,Million Pounds,27,Lamb and Mutton,Federally Inspected,Red Meat
May-1984,1984,5,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
Apr-1984,1984,4,Million Pounds,33,Lamb and Mutton,Federally Inspected,Red Meat
Mar-1984,1984,3,Million Pounds,34,Lamb and Mutton,Federally Inspected,Red Meat
Feb-1984,1984,2,Million Pounds,32,Lamb and Mutton,Federally Inspected,Red Meat
Jan-1984,1984,1,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Dec-1983,1983,12,Million Pounds,30,Lamb and Mutton,Federally Inspected,Red Meat
Nov-1983,1983,11,Million Pounds,28,Lamb and Mutton,Federally Inspected,Red Meat
Oct-1983,1983,10,Million Pounds,31,Lamb and Mutton,Federally Inspected,Red Meat
