Date,Year,Month,Unit,Animal,Count,Commercial_Or_Federally_Inspected,Type_Of_Meat
Dec-1989,1989,12,"1,000 Head",Lambs and Yearlings,447.8,Commercial,Red Meat
Nov-1989,1989,11,"1,000 Head",Lambs and Yearlings,453.9,Commercial,Red Meat
Oct-1989,1989,10,"1,000 Head",Lambs and Yearlings,449.8,Commercial,Red Meat
Sep-1989,1989,9,"1,000 Head",Lambs and Yearlings,424.9,Commercial,Red Meat
Aug-1989,1989,8,"1,000 Head",Lambs and Yearlings,455.9,Commercial,Red Meat
Jul-1989,1989,7,"1,000 Head",Lambs and Yearlings,383.5,Commercial,Red Meat
Jun-1989,1989,6,"1,000 Head",Lambs and Yearlings,405.2,Commercial,Red Meat
May-1989,1989,5,"1,000 Head",Lambs and Yearlings,410.6,Commercial,Red Meat
Apr-1989,1989,4,"1,000 Head",Lambs and Yearlings,382,Commercial,Red Meat
Mar-1989,1989,3,"1,000 Head",Lambs and Yearlings,492.9,Commercial,Red Meat
Feb-1989,1989,2,"1,000 Head",Lambs and Yearlings,405.1,Commercial,Red Meat
Jan-1989,1989,1,"1,000 Head",Lambs and Yearlings,408.3,Commercial,Red Meat
Dec-1988,1988,12,"1,000 Head",Lambs and Yearlings,438.1,Commercial,Red Meat
Nov-1988,1988,11,"1,000 Head",Lambs and Yearlings,405,Commercial,Red Meat
Oct-1988,1988,10,"1,000 Head",Lambs and Yearlings,422.1,Commercial,Red Meat
Sep-1988,1988,9,"1,000 Head",Lambs and Yearlings,441,Commercial,Red Meat
Aug-1988,1988,8,"1,000 Head",Lambs and Yearlings,434.4,Commercial,Red Meat
Jul-1988,1988,7,"1,000 Head",Lambs and Yearlings,379.9,Commercial,Red Meat
Jun-1988,1988,6,"1,000 Head",Lambs and Yearlings,399.7,Commercial,Red Meat
May-1988,1988,5,"1,000 Head",Lambs and Yearlings,399.6,Commercial,Red Meat
Apr-1988,1988,4,"1,000 Head",Lambs and Yearlings,378.6,Commercial,Red Meat
Mar-1988,1988,3,"1,000 Head",Lambs and Yearlings,524.6,Commercial,Red Meat
Feb-1988,1988,2,"1,000 Head",Lambs and Yearlings,396.3,Commercial,Red Meat
Jan-1988,1988,1,"1,000 Head",Lambs and Yearlings,370.8,Commercial,Red Meat
Dec-1987,1987,12,"1,000 Head",Lambs and Yearlings,428.4,Commercial,Red Meat
Nov-1987,1987,11,"1,000 Head",Lambs and Yearlings,389.9,Commercial,Red Meat
Oct-1987,1987,10,"1,000 Head",Lambs and Yearlings,434.4,Commercial,Red Meat
Sep-1987,1987,9,"1,000 Head",Lambs and Yearlings,449.6,Commercial,Red Meat
Aug-1987,1987,8,"1,000 Head",Lambs and Yearlings,393,Commercial,Red Meat
Jul-1987,1987,7,"1,000 Head",Lambs and Yearlings,400.1,Commercial,Red Meat
Jun-1987,1987,6,"1,000 Head",Lambs and Yearlings,393.5,Commercial,Red Meat
May-1987,1987,5,"1,000 Head",Lambs and Yearlings,347.8,Commercial,Red Meat
Apr-1987,1987,4,"1,000 Head",Lambs and Yearlings,470.4,Commercial,Red Meat
Mar-1987,1987,3,"1,000 Head",Lambs and Yearlings,421.1,Commercial,Red Meat
Feb-1987,1987,2,"1,000 Head",Lambs and Yearlings,381.2,Commercial,Red Meat
Jan-1987,1987,1,"1,000 Head",Lambs and Yearlings,410.7,Commercial,Red Meat
Dec-1986,1986,12,"1,000 Head",Lambs and Yearlings,431.7,Commercial,Red Meat
Nov-1986,1986,11,"1,000 Head",Lambs and Yearlings,392.2,Commercial,Red Meat
Oct-1986,1986,10,"1,000 Head",Lambs and Yearlings,481.6,Commercial,Red Meat
Sep-1986,1986,9,"1,000 Head",Lambs and Yearlings,484,Commercial,Red Meat
Aug-1986,1986,8,"1,000 Head",Lambs and Yearlings,417.6,Commercial,Red Meat
Jul-1986,1986,7,"1,000 Head",Lambs and Yearlings,422.5,Commercial,Red Meat
Jun-1986,1986,6,"1,000 Head",Lambs and Yearlings,391.6,Commercial,Red Meat
May-1986,1986,5,"1,000 Head",Lambs and Yearlings,396.4,Commercial,Red Meat
Apr-1986,1986,4,"1,000 Head",Lambs and Yearlings,458.4,Commercial,Red Meat
Mar-1986,1986,3,"1,000 Head",Lambs and Yearlings,515.7,Commercial,Red Meat
Feb-1986,1986,2,"1,000 Head",Lambs and Yearlings,430.1,Commercial,Red Meat
Jan-1986,1986,1,"1,000 Head",Lambs and Yearlings,492.5,Commercial,Red Meat
Dec-1985,1985,12,"1,000 Head",Lambs and Yearlings,478.7,Commercial,Red Meat
Nov-1985,1985,11,"1,000 Head",Lambs and Yearlings,449.5,Commercial,Red Meat
Oct-1985,1985,10,"1,000 Head",Lambs and Yearlings,530.2,Commercial,Red Meat
Sep-1985,1985,9,"1,000 Head",Lambs and Yearlings,464,Commercial,Red Meat
Aug-1985,1985,8,"1,000 Head",Lambs and Yearlings,476,Commercial,Red Meat
Jul-1985,1985,7,"1,000 Head",Lambs and Yearlings,462.1,Commercial,Red Meat
Jun-1985,1985,6,"1,000 Head",Lambs and Yearlings,402.8,Commercial,Red Meat
May-1985,1985,5,"1,000 Head",Lambs and Yearlings,464.6,Commercial,Red Meat
Apr-1985,1985,4,"1,000 Head",Lambs and Yearlings,494.9,Commercial,Red Meat
Mar-1985,1985,3,"1,000 Head",Lambs and Yearlings,544.3,Commercial,Red Meat
Feb-1985,1985,2,"1,000 Head",Lambs and Yearlings,456.2,Commercial,Red Meat
Jan-1985,1985,1,"1,000 Head",Lambs and Yearlings,529.2,Commercial,Red Meat
Dec-1984,1984,12,"1,000 Head",Lambs and Yearlings,501.5,Commercial,Red Meat
Nov-1984,1984,11,"1,000 Head",Lambs and Yearlings,504.5,Commercial,Red Meat
Oct-1984,1984,10,"1,000 Head",Lambs and Yearlings,554.2,Commercial,Red Meat
Sep-1984,1984,9,"1,000 Head",Lambs and Yearlings,501.9,Commercial,Red Meat
Aug-1984,1984,8,"1,000 Head",Lambs and Yearlings,529,Commercial,Red Meat
Jul-1984,1984,7,"1,000 Head",Lambs and Yearlings,482.1,Commercial,Red Meat
Jun-1984,1984,6,"1,000 Head",Lambs and Yearlings,462.7,Commercial,Red Meat
May-1984,1984,5,"1,000 Head",Lambs and Yearlings,510.7,Commercial,Red Meat
Apr-1984,1984,4,"1,000 Head",Lambs and Yearlings,570,Commercial,Red Meat
Mar-1984,1984,3,"1,000 Head",Lambs and Yearlings,562.6,Commercial,Red Meat
Feb-1984,1984,2,"1,000 Head",Lambs and Yearlings,530.6,Commercial,Red Meat
Jan-1984,1984,1,"1,000 Head",Lambs and Yearlings,517.4,Commercial,Red Meat
Dec-1983,1983,12,"1,000 Head",Lambs and Yearlings,514.3,Commercial,Red Meat
Nov-1983,1983,11,"1,000 Head",Lambs and Yearlings,487.8,Commercial,Red Meat
Oct-1983,1983,10,"1,000 Head",Lambs and Yearlings,553,Commercial,Red Meat
Sep-1983,1983,9,"1,000 Head",Lambs and Yearlings,561,Commercial,Red Meat
Aug-1983,1983,8,"1,000 Head",Lambs and Yearlings,561.5,Commercial,Red Meat
Jul-1983,1983,7,"1,000 Head",Lambs and Yearlings,475,Commercial,Red Meat
Jun-1983,1983,6,"1,000 Head",Lambs and Yearlings,477.9,Commercial,Red Meat
May-1983,1983,5,"1,000 Head",Lambs and Yearlings,479.1,Commercial,Red Meat
Apr-1983,1983,4,"1,000 Head",Lambs and Yearlings,484.4,Commercial,Red Meat
Mar-1983,1983,3,"1,000 Head",Lambs and Yearlings,599.6,Commercial,Red Meat
Feb-1983,1983,2,"1,000 Head",Lambs and Yearlings,439.8,Commercial,Red Meat
Jan-1983,1983,1,"1,000 Head",Lambs and Yearlings,493,Commercial,Red Meat
Dec-1982,1982,12,"1,000 Head",Lambs and Yearlings,"1,554.70",Commercial,Red Meat
Dec-2023,2023,12,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Nov-2023,2023,11,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Oct-2023,2023,10,"1,000 Head",Mature Sheep,12.3,Commercial,Red Meat
Sep-2023,2023,9,"1,000 Head",Mature Sheep,12.8,Commercial,Red Meat
Aug-2023,2023,8,"1,000 Head",Mature Sheep,11.9,Commercial,Red Meat
Jul-2023,2023,7,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Jun-2023,2023,6,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
May-2023,2023,5,"1,000 Head",Mature Sheep,12.4,Commercial,Red Meat
Apr-2023,2023,4,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Mar-2023,2023,3,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
Feb-2023,2023,2,"1,000 Head",Mature Sheep,8.2,Commercial,Red Meat
Jan-2023,2023,1,"1,000 Head",Mature Sheep,10.8,Commercial,Red Meat
Dec-2022,2022,12,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Nov-2022,2022,11,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
Oct-2022,2022,10,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Sep-2022,2022,9,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
Aug-2022,2022,8,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Jul-2022,2022,7,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Jun-2022,2022,6,"1,000 Head",Mature Sheep,10.5,Commercial,Red Meat
May-2022,2022,5,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Apr-2022,2022,4,"1,000 Head",Mature Sheep,12.6,Commercial,Red Meat
Mar-2022,2022,3,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Feb-2022,2022,2,"1,000 Head",Mature Sheep,9.2,Commercial,Red Meat
Jan-2022,2022,1,"1,000 Head",Mature Sheep,9.5,Commercial,Red Meat
Dec-2021,2021,12,"1,000 Head",Mature Sheep,11.4,Commercial,Red Meat
Nov-2021,2021,11,"1,000 Head",Mature Sheep,13.2,Commercial,Red Meat
Oct-2021,2021,10,"1,000 Head",Mature Sheep,15,Commercial,Red Meat
Sep-2021,2021,9,"1,000 Head",Mature Sheep,16.6,Commercial,Red Meat
Aug-2021,2021,8,"1,000 Head",Mature Sheep,15.8,Commercial,Red Meat
Jul-2021,2021,7,"1,000 Head",Mature Sheep,16.3,Commercial,Red Meat
Jun-2021,2021,6,"1,000 Head",Mature Sheep,15.8,Commercial,Red Meat
May-2021,2021,5,"1,000 Head",Mature Sheep,14.3,Commercial,Red Meat
Apr-2021,2021,4,"1,000 Head",Mature Sheep,15.4,Commercial,Red Meat
Mar-2021,2021,3,"1,000 Head",Mature Sheep,13,Commercial,Red Meat
Feb-2021,2021,2,"1,000 Head",Mature Sheep,9.1,Commercial,Red Meat
Jan-2021,2021,1,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Dec-2020,2020,12,"1,000 Head",Mature Sheep,12.6,Commercial,Red Meat
Nov-2020,2020,11,"1,000 Head",Mature Sheep,10.4,Commercial,Red Meat
Oct-2020,2020,10,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Sep-2020,2020,9,"1,000 Head",Mature Sheep,12,Commercial,Red Meat
Aug-2020,2020,8,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Jul-2020,2020,7,"1,000 Head",Mature Sheep,12.8,Commercial,Red Meat
Jun-2020,2020,6,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
May-2020,2020,5,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Apr-2020,2020,4,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Mar-2020,2020,3,"1,000 Head",Mature Sheep,10,Commercial,Red Meat
Feb-2020,2020,2,"1,000 Head",Mature Sheep,9.3,Commercial,Red Meat
Jan-2020,2020,1,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
Dec-2019,2019,12,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Nov-2019,2019,11,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Oct-2019,2019,10,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Sep-2019,2019,9,"1,000 Head",Mature Sheep,11,Commercial,Red Meat
Aug-2019,2019,8,"1,000 Head",Mature Sheep,12.9,Commercial,Red Meat
Jul-2019,2019,7,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Jun-2019,2019,6,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
May-2019,2019,5,"1,000 Head",Mature Sheep,12.6,Commercial,Red Meat
Apr-2019,2019,4,"1,000 Head",Mature Sheep,13,Commercial,Red Meat
Mar-2019,2019,3,"1,000 Head",Mature Sheep,9.3,Commercial,Red Meat
Feb-2019,2019,2,"1,000 Head",Mature Sheep,8.1,Commercial,Red Meat
Jan-2019,2019,1,"1,000 Head",Mature Sheep,9.3,Commercial,Red Meat
Dec-2018,2018,12,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Nov-2018,2018,11,"1,000 Head",Mature Sheep,9.9,Commercial,Red Meat
Oct-2018,2018,10,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Sep-2018,2018,9,"1,000 Head",Mature Sheep,9.2,Commercial,Red Meat
Aug-2018,2018,8,"1,000 Head",Mature Sheep,12.4,Commercial,Red Meat
Jul-2018,2018,7,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Jun-2018,2018,6,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
May-2018,2018,5,"1,000 Head",Mature Sheep,10.8,Commercial,Red Meat
Apr-2018,2018,4,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Mar-2018,2018,3,"1,000 Head",Mature Sheep,9.2,Commercial,Red Meat
Feb-2018,2018,2,"1,000 Head",Mature Sheep,7.4,Commercial,Red Meat
Jan-2018,2018,1,"1,000 Head",Mature Sheep,8.3,Commercial,Red Meat
Dec-2017,2017,12,"1,000 Head",Mature Sheep,8.6,Commercial,Red Meat
Nov-2017,2017,11,"1,000 Head",Mature Sheep,9,Commercial,Red Meat
Oct-2017,2017,10,"1,000 Head",Mature Sheep,8.9,Commercial,Red Meat
Sep-2017,2017,9,"1,000 Head",Mature Sheep,10,Commercial,Red Meat
Aug-2017,2017,8,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
Jul-2017,2017,7,"1,000 Head",Mature Sheep,9.4,Commercial,Red Meat
Jun-2017,2017,6,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
May-2017,2017,5,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Apr-2017,2017,4,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Mar-2017,2017,3,"1,000 Head",Mature Sheep,8.5,Commercial,Red Meat
Feb-2017,2017,2,"1,000 Head",Mature Sheep,7.8,Commercial,Red Meat
Jan-2017,2017,1,"1,000 Head",Mature Sheep,8.7,Commercial,Red Meat
Dec-2016,2016,12,"1,000 Head",Mature Sheep,9.8,Commercial,Red Meat
Nov-2016,2016,11,"1,000 Head",Mature Sheep,10,Commercial,Red Meat
Oct-2016,2016,10,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
Sep-2016,2016,9,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Aug-2016,2016,8,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Jul-2016,2016,7,"1,000 Head",Mature Sheep,8.8,Commercial,Red Meat
Jun-2016,2016,6,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
May-2016,2016,5,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Apr-2016,2016,4,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Mar-2016,2016,3,"1,000 Head",Mature Sheep,9.1,Commercial,Red Meat
Feb-2016,2016,2,"1,000 Head",Mature Sheep,8.6,Commercial,Red Meat
Jan-2016,2016,1,"1,000 Head",Mature Sheep,7.8,Commercial,Red Meat
Dec-2015,2015,12,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Nov-2015,2015,11,"1,000 Head",Mature Sheep,9.4,Commercial,Red Meat
Oct-2015,2015,10,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Sep-2015,2015,9,"1,000 Head",Mature Sheep,12.6,Commercial,Red Meat
Aug-2015,2015,8,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Jul-2015,2015,7,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Jun-2015,2015,6,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
May-2015,2015,5,"1,000 Head",Mature Sheep,10.5,Commercial,Red Meat
Apr-2015,2015,4,"1,000 Head",Mature Sheep,10.8,Commercial,Red Meat
Mar-2015,2015,3,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Feb-2015,2015,2,"1,000 Head",Mature Sheep,8.4,Commercial,Red Meat
Jan-2015,2015,1,"1,000 Head",Mature Sheep,9.6,Commercial,Red Meat
Dec-2014,2014,12,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Nov-2014,2014,11,"1,000 Head",Mature Sheep,10.8,Commercial,Red Meat
Oct-2014,2014,10,"1,000 Head",Mature Sheep,14.7,Commercial,Red Meat
Sep-2014,2014,9,"1,000 Head",Mature Sheep,13.8,Commercial,Red Meat
Aug-2014,2014,8,"1,000 Head",Mature Sheep,11.9,Commercial,Red Meat
Jul-2014,2014,7,"1,000 Head",Mature Sheep,14.8,Commercial,Red Meat
Jun-2014,2014,6,"1,000 Head",Mature Sheep,13,Commercial,Red Meat
May-2014,2014,5,"1,000 Head",Mature Sheep,14.1,Commercial,Red Meat
Apr-2014,2014,4,"1,000 Head",Mature Sheep,13.8,Commercial,Red Meat
Mar-2014,2014,3,"1,000 Head",Mature Sheep,10.4,Commercial,Red Meat
Feb-2014,2014,2,"1,000 Head",Mature Sheep,10,Commercial,Red Meat
Jan-2014,2014,1,"1,000 Head",Mature Sheep,11,Commercial,Red Meat
Dec-2013,2013,12,"1,000 Head",Mature Sheep,12.4,Commercial,Red Meat
Nov-2013,2013,11,"1,000 Head",Mature Sheep,14.1,Commercial,Red Meat
Oct-2013,2013,10,"1,000 Head",Mature Sheep,17.6,Commercial,Red Meat
Sep-2013,2013,9,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Aug-2013,2013,8,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Jul-2013,2013,7,"1,000 Head",Mature Sheep,12.3,Commercial,Red Meat
Jun-2013,2013,6,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
May-2013,2013,5,"1,000 Head",Mature Sheep,13.7,Commercial,Red Meat
Apr-2013,2013,4,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Mar-2013,2013,3,"1,000 Head",Mature Sheep,10.1,Commercial,Red Meat
Feb-2013,2013,2,"1,000 Head",Mature Sheep,9.6,Commercial,Red Meat
Jan-2013,2013,1,"1,000 Head",Mature Sheep,9.3,Commercial,Red Meat
Dec-2012,2012,12,"1,000 Head",Mature Sheep,10.1,Commercial,Red Meat
Nov-2012,2012,11,"1,000 Head",Mature Sheep,12,Commercial,Red Meat
Oct-2012,2012,10,"1,000 Head",Mature Sheep,21.9,Commercial,Red Meat
Sep-2012,2012,9,"1,000 Head",Mature Sheep,19.4,Commercial,Red Meat
Aug-2012,2012,8,"1,000 Head",Mature Sheep,17,Commercial,Red Meat
Jul-2012,2012,7,"1,000 Head",Mature Sheep,14,Commercial,Red Meat
Jun-2012,2012,6,"1,000 Head",Mature Sheep,10.8,Commercial,Red Meat
May-2012,2012,5,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Apr-2012,2012,4,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Mar-2012,2012,3,"1,000 Head",Mature Sheep,9.4,Commercial,Red Meat
Feb-2012,2012,2,"1,000 Head",Mature Sheep,9.1,Commercial,Red Meat
Jan-2012,2012,1,"1,000 Head",Mature Sheep,9,Commercial,Red Meat
Dec-2011,2011,12,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Nov-2011,2011,11,"1,000 Head",Mature Sheep,13.1,Commercial,Red Meat
Oct-2011,2011,10,"1,000 Head",Mature Sheep,14.5,Commercial,Red Meat
Sep-2011,2011,9,"1,000 Head",Mature Sheep,13.2,Commercial,Red Meat
Aug-2011,2011,8,"1,000 Head",Mature Sheep,12.6,Commercial,Red Meat
Jul-2011,2011,7,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
Jun-2011,2011,6,"1,000 Head",Mature Sheep,17.3,Commercial,Red Meat
May-2011,2011,5,"1,000 Head",Mature Sheep,16.4,Commercial,Red Meat
Apr-2011,2011,4,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
Mar-2011,2011,3,"1,000 Head",Mature Sheep,11.4,Commercial,Red Meat
Feb-2011,2011,2,"1,000 Head",Mature Sheep,8.6,Commercial,Red Meat
Jan-2011,2011,1,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
Dec-2010,2010,12,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Nov-2010,2010,11,"1,000 Head",Mature Sheep,16.6,Commercial,Red Meat
Oct-2010,2010,10,"1,000 Head",Mature Sheep,16,Commercial,Red Meat
Sep-2010,2010,9,"1,000 Head",Mature Sheep,13.6,Commercial,Red Meat
Aug-2010,2010,8,"1,000 Head",Mature Sheep,13.7,Commercial,Red Meat
Jul-2010,2010,7,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Jun-2010,2010,6,"1,000 Head",Mature Sheep,15.5,Commercial,Red Meat
May-2010,2010,5,"1,000 Head",Mature Sheep,14.8,Commercial,Red Meat
Apr-2010,2010,4,"1,000 Head",Mature Sheep,16,Commercial,Red Meat
Mar-2010,2010,3,"1,000 Head",Mature Sheep,15.7,Commercial,Red Meat
Feb-2010,2010,2,"1,000 Head",Mature Sheep,12.8,Commercial,Red Meat
Jan-2010,2010,1,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
Dec-2009,2009,12,"1,000 Head",Mature Sheep,15.2,Commercial,Red Meat
Nov-2009,2009,11,"1,000 Head",Mature Sheep,21.6,Commercial,Red Meat
Oct-2009,2009,10,"1,000 Head",Mature Sheep,25.3,Commercial,Red Meat
Sep-2009,2009,9,"1,000 Head",Mature Sheep,16.5,Commercial,Red Meat
Aug-2009,2009,8,"1,000 Head",Mature Sheep,14.3,Commercial,Red Meat
Jul-2009,2009,7,"1,000 Head",Mature Sheep,15,Commercial,Red Meat
Jun-2009,2009,6,"1,000 Head",Mature Sheep,13.3,Commercial,Red Meat
May-2009,2009,5,"1,000 Head",Mature Sheep,11.4,Commercial,Red Meat
Apr-2009,2009,4,"1,000 Head",Mature Sheep,10.6,Commercial,Red Meat
Mar-2009,2009,3,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Feb-2009,2009,2,"1,000 Head",Mature Sheep,8.8,Commercial,Red Meat
Jan-2009,2009,1,"1,000 Head",Mature Sheep,9,Commercial,Red Meat
Dec-2008,2008,12,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
Nov-2008,2008,11,"1,000 Head",Mature Sheep,9.3,Commercial,Red Meat
Oct-2008,2008,10,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
Sep-2008,2008,9,"1,000 Head",Mature Sheep,12.3,Commercial,Red Meat
Aug-2008,2008,8,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Jul-2008,2008,7,"1,000 Head",Mature Sheep,11.4,Commercial,Red Meat
Jun-2008,2008,6,"1,000 Head",Mature Sheep,11.4,Commercial,Red Meat
May-2008,2008,5,"1,000 Head",Mature Sheep,12.1,Commercial,Red Meat
Apr-2008,2008,4,"1,000 Head",Mature Sheep,11.1,Commercial,Red Meat
Mar-2008,2008,3,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Feb-2008,2008,2,"1,000 Head",Mature Sheep,9,Commercial,Red Meat
Jan-2008,2008,1,"1,000 Head",Mature Sheep,9.6,Commercial,Red Meat
Dec-2007,2007,12,"1,000 Head",Mature Sheep,11.8,Commercial,Red Meat
Nov-2007,2007,11,"1,000 Head",Mature Sheep,10.2,Commercial,Red Meat
Oct-2007,2007,10,"1,000 Head",Mature Sheep,11.8,Commercial,Red Meat
Sep-2007,2007,9,"1,000 Head",Mature Sheep,9.7,Commercial,Red Meat
Aug-2007,2007,8,"1,000 Head",Mature Sheep,11,Commercial,Red Meat
Jul-2007,2007,7,"1,000 Head",Mature Sheep,10.1,Commercial,Red Meat
Jun-2007,2007,6,"1,000 Head",Mature Sheep,9.7,Commercial,Red Meat
May-2007,2007,5,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Apr-2007,2007,4,"1,000 Head",Mature Sheep,10.4,Commercial,Red Meat
Mar-2007,2007,3,"1,000 Head",Mature Sheep,9.5,Commercial,Red Meat
Feb-2007,2007,2,"1,000 Head",Mature Sheep,8.1,Commercial,Red Meat
Jan-2007,2007,1,"1,000 Head",Mature Sheep,9.6,Commercial,Red Meat
Dec-2006,2006,12,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Nov-2006,2006,11,"1,000 Head",Mature Sheep,9.5,Commercial,Red Meat
Oct-2006,2006,10,"1,000 Head",Mature Sheep,11.6,Commercial,Red Meat
Sep-2006,2006,9,"1,000 Head",Mature Sheep,10.5,Commercial,Red Meat
Aug-2006,2006,8,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Jul-2006,2006,7,"1,000 Head",Mature Sheep,9.7,Commercial,Red Meat
Jun-2006,2006,6,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
May-2006,2006,5,"1,000 Head",Mature Sheep,11.7,Commercial,Red Meat
Apr-2006,2006,4,"1,000 Head",Mature Sheep,10.7,Commercial,Red Meat
Mar-2006,2006,3,"1,000 Head",Mature Sheep,9.9,Commercial,Red Meat
Feb-2006,2006,2,"1,000 Head",Mature Sheep,8,Commercial,Red Meat
Jan-2006,2006,1,"1,000 Head",Mature Sheep,9.9,Commercial,Red Meat
Dec-2005,2005,12,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Nov-2005,2005,11,"1,000 Head",Mature Sheep,10.3,Commercial,Red Meat
Oct-2005,2005,10,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Sep-2005,2005,9,"1,000 Head",Mature Sheep,11.5,Commercial,Red Meat
Aug-2005,2005,8,"1,000 Head",Mature Sheep,12.7,Commercial,Red Meat
Jul-2005,2005,7,"1,000 Head",Mature Sheep,9.9,Commercial,Red Meat
Jun-2005,2005,6,"1,000 Head",Mature Sheep,12.7,Commercial,Red Meat
May-2005,2005,5,"1,000 Head",Mature Sheep,13.3,Commercial,Red Meat
Apr-2005,2005,4,"1,000 Head",Mature Sheep,12,Commercial,Red Meat
Mar-2005,2005,3,"1,000 Head",Mature Sheep,11.3,Commercial,Red Meat
Feb-2005,2005,2,"1,000 Head",Mature Sheep,9.6,Commercial,Red Meat
Jan-2005,2005,1,"1,000 Head",Mature Sheep,10.9,Commercial,Red Meat
Dec-2004,2004,12,"1,000 Head",Mature Sheep,11.2,Commercial,Red Meat
Nov-2004,2004,11,"1,000 Head",Mature Sheep,12.3,Commercial,Red Meat
Oct-2004,2004,10,"1,000 Head",Mature Sheep,12.9,Commercial,Red Meat
Sep-2004,2004,9,"1,000 Head",Mature Sheep,13.4,Commercial,Red Meat
Aug-2004,2004,8,"1,000 Head",Mature Sheep,13.7,Commercial,Red Meat
Jul-2004,2004,7,"1,000 Head",Mature Sheep,13.9,Commercial,Red Meat
Jun-2004,2004,6,"1,000 Head",Mature Sheep,15.9,Commercial,Red Meat
May-2004,2004,5,"1,000 Head",Mature Sheep,15.2,Commercial,Red Meat
