Date,Year,Month,Unit,Animal,Weight,Type_Of_Meat
Jul-2019,2019,7,Million Pounds,Broiler,803.35,Poultry
Jun-2019,2019,6,Million Pounds,Broiler,803.98,Poultry
May-2019,2019,5,Million Pounds,Broiler,847.97,Poultry
Apr-2019,2019,4,Million Pounds,Broiler,834.62,Poultry
Mar-2019,2019,3,Million Pounds,Broiler,831.61,Poultry
Feb-2019,2019,2,Million Pounds,Broiler,814.13,Poultry
Jan-2019,2019,1,Million Pounds,Broiler,844.55,Poultry
Dec-2018,2018,12,Million Pounds,Broiler,898.7,Poultry
Nov-2018,2018,11,Million Pounds,Broiler,908.33,Poultry
Oct-2018,2018,10,Million Pounds,Broiler,923.66,Poultry
Sep-2018,2018,9,Million Pounds,Broiler,887.14,Poultry
Aug-2018,2018,8,Million Pounds,Broiler,837.77,Poultry
Jul-2018,2018,7,Million Pounds,Broiler,847.52,Poultry
Jun-2018,2018,6,Million Pounds,Broiler,841.15,Poultry
May-2018,2018,5,Million Pounds,Broiler,838.21,Poultry
Apr-2018,2018,4,Million Pounds,Broiler,840.71,Poultry
Mar-2018,2018,3,Million Pounds,Broiler,863.47,Poultry
Feb-2018,2018,2,Million Pounds,Broiler,843.75,Poultry
Jan-2018,2018,1,Million Pounds,Broiler,855.94,Poultry
Dec-2017,2017,12,Million Pounds,Broiler,865.47,Poultry
Nov-2017,2017,11,Million Pounds,Broiler,843.54,Poultry
Oct-2017,2017,10,Million Pounds,Broiler,788.74,Poultry
Sep-2017,2017,9,Million Pounds,Broiler,752.67,Poultry
Aug-2017,2017,8,Million Pounds,Broiler,767.97,Poultry
Jul-2017,2017,7,Million Pounds,Broiler,778.48,Poultry
Jun-2017,2017,6,Million Pounds,Broiler,757.41,Poultry
May-2017,2017,5,Million Pounds,Broiler,768.48,Poultry
Apr-2017,2017,4,Million Pounds,Broiler,741.95,Poultry
Mar-2017,2017,3,Million Pounds,Broiler,764.06,Poultry
Feb-2017,2017,2,Million Pounds,Broiler,748.51,Poultry
Jan-2017,2017,1,Million Pounds,Broiler,777.55,Poultry
Dec-2016,2016,12,Million Pounds,Broiler,760.93,Poultry
Nov-2016,2016,11,Million Pounds,Broiler,746.88,Poultry
Oct-2016,2016,10,Million Pounds,Broiler,737.53,Poultry
Sep-2016,2016,9,Million Pounds,Broiler,742.57,Poultry
Aug-2016,2016,8,Million Pounds,Broiler,795.06,Poultry
Jul-2016,2016,7,Million Pounds,Broiler,785.93,Poultry
Jun-2016,2016,6,Million Pounds,Broiler,777.77,Poultry
May-2016,2016,5,Million Pounds,Broiler,778.33,Poultry
Apr-2016,2016,4,Million Pounds,Broiler,768.72,Poultry
Mar-2016,2016,3,Million Pounds,Broiler,773.6,Poultry
Feb-2016,2016,2,Million Pounds,Broiler,795.54,Poultry
Jan-2016,2016,1,Million Pounds,Broiler,832.33,Poultry
Dec-2015,2015,12,Million Pounds,Broiler,851.3,Poultry
Nov-2015,2015,11,Million Pounds,Broiler,822.18,Poultry
Oct-2015,2015,10,Million Pounds,Broiler,763.01,Poultry
Sep-2015,2015,9,Million Pounds,Broiler,734.45,Poultry
Aug-2015,2015,8,Million Pounds,Broiler,727.19,Poultry
Jul-2015,2015,7,Million Pounds,Broiler,691.09,Poultry
Jun-2015,2015,6,Million Pounds,Broiler,707.79,Poultry
May-2015,2015,5,Million Pounds,Broiler,733.34,Poultry
Apr-2015,2015,4,Million Pounds,Broiler,719.65,Poultry
Mar-2015,2015,3,Million Pounds,Broiler,696.51,Poultry
Feb-2015,2015,2,Million Pounds,Broiler,688,Poultry
Jan-2015,2015,1,Million Pounds,Broiler,680.13,Poultry
Dec-2014,2014,12,Million Pounds,Broiler,664.61,Poultry
Nov-2014,2014,11,Million Pounds,Broiler,625.98,Poultry
Oct-2014,2014,10,Million Pounds,Broiler,592.96,Poultry
Sep-2014,2014,9,Million Pounds,Broiler,593.75,Poultry
Aug-2014,2014,8,Million Pounds,Broiler,596.98,Poultry
Jul-2014,2014,7,Million Pounds,Broiler,563.88,Poultry
Jun-2014,2014,6,Million Pounds,Broiler,584.49,Poultry
May-2014,2014,5,Million Pounds,Broiler,557.24,Poultry
Apr-2014,2014,4,Million Pounds,Broiler,564.37,Poultry
Mar-2014,2014,3,Million Pounds,Broiler,649.96,Poultry
Feb-2014,2014,2,Million Pounds,Broiler,658.64,Poultry
Jan-2014,2014,1,Million Pounds,Broiler,668.67,Poultry
Dec-2013,2013,12,Million Pounds,Broiler,709.01,Poultry
Nov-2013,2013,11,Million Pounds,Broiler,692.66,Poultry
Oct-2013,2013,10,Million Pounds,Broiler,650.64,Poultry
Sep-2013,2013,9,Million Pounds,Broiler,683.94,Poultry
Aug-2013,2013,8,Million Pounds,Broiler,673.56,Poultry
Jul-2013,2013,7,Million Pounds,Broiler,653.49,Poultry
Jun-2013,2013,6,Million Pounds,Broiler,666.93,Poultry
May-2013,2013,5,Million Pounds,Broiler,654.86,Poultry
Apr-2013,2013,4,Million Pounds,Broiler,607.05,Poultry
Mar-2013,2013,3,Million Pounds,Broiler,631.09,Poultry
Feb-2013,2013,2,Million Pounds,Broiler,643.37,Poultry
Jan-2013,2013,1,Million Pounds,Broiler,651.06,Poultry
Dec-2012,2012,12,Million Pounds,Broiler,645.89,Poultry
Nov-2012,2012,11,Million Pounds,Broiler,628.29,Poultry
Oct-2012,2012,10,Million Pounds,Broiler,622.96,Poultry
Sep-2012,2012,9,Million Pounds,Broiler,628.55,Poultry
Aug-2012,2012,8,Million Pounds,Broiler,614.94,Poultry
Jul-2012,2012,7,Million Pounds,Broiler,606.17,Poultry
Jun-2012,2012,6,Million Pounds,Broiler,605.53,Poultry
May-2012,2012,5,Million Pounds,Broiler,570.88,Poultry
Apr-2012,2012,4,Million Pounds,Broiler,546.72,Poultry
Mar-2012,2012,3,Million Pounds,Broiler,567.97,Poultry
Feb-2012,2012,2,Million Pounds,Broiler,573.15,Poultry
Jan-2012,2012,1,Million Pounds,Broiler,590.43,Poultry
Dec-2011,2011,12,Million Pounds,Broiler,619,Poultry
Nov-2011,2011,11,Million Pounds,Broiler,666.88,Poultry
Oct-2011,2011,10,Million Pounds,Broiler,639.4,Poultry
Sep-2011,2011,9,Million Pounds,Broiler,657.98,Poultry
Aug-2011,2011,8,Million Pounds,Broiler,718.41,Poultry
Jul-2011,2011,7,Million Pounds,Broiler,716.22,Poultry
Jun-2011,2011,6,Million Pounds,Broiler,716.97,Poultry
May-2011,2011,5,Million Pounds,Broiler,704,Poultry
Apr-2011,2011,4,Million Pounds,Broiler,660.78,Poultry
Mar-2011,2011,3,Million Pounds,Broiler,682.47,Poultry
Feb-2011,2011,2,Million Pounds,Broiler,739.54,Poultry
Jan-2011,2011,1,Million Pounds,Broiler,772.59,Poultry
Dec-2010,2010,12,Million Pounds,Broiler,737.57,Poultry
Nov-2010,2010,11,Million Pounds,Broiler,700.25,Poultry
Oct-2010,2010,10,Million Pounds,Broiler,678.25,Poultry
Sep-2010,2010,9,Million Pounds,Broiler,665.31,Poultry
Aug-2010,2010,8,Million Pounds,Broiler,636.49,Poultry
Jul-2010,2010,7,Million Pounds,Broiler,634.82,Poultry
Jun-2010,2010,6,Million Pounds,Broiler,663.52,Poultry
May-2010,2010,5,Million Pounds,Broiler,607.54,Poultry
Apr-2010,2010,4,Million Pounds,Broiler,596.09,Poultry
Mar-2010,2010,3,Million Pounds,Broiler,607.25,Poultry
Feb-2010,2010,2,Million Pounds,Broiler,610.82,Poultry
Jan-2010,2010,1,Million Pounds,Broiler,615.92,Poultry
Dec-2009,2009,12,Million Pounds,Broiler,640.35,Poultry
Nov-2009,2009,11,Million Pounds,Broiler,613.44,Poultry
Oct-2009,2009,10,Million Pounds,Broiler,613.05,Poultry
Sep-2009,2009,9,Million Pounds,Broiler,626.03,Poultry
Aug-2009,2009,8,Million Pounds,Broiler,661.69,Poultry
Jul-2009,2009,7,Million Pounds,Broiler,632.63,Poultry
Jun-2009,2009,6,Million Pounds,Broiler,622.64,Poultry
May-2009,2009,5,Million Pounds,Broiler,640.98,Poultry
Apr-2009,2009,4,Million Pounds,Broiler,619.85,Poultry
Mar-2009,2009,3,Million Pounds,Broiler,630.62,Poultry
Feb-2009,2009,2,Million Pounds,Broiler,676.54,Poultry
Jan-2009,2009,1,Million Pounds,Broiler,744.99,Poultry
Dec-2008,2008,12,Million Pounds,Broiler,788.45,Poultry
Nov-2008,2008,11,Million Pounds,Broiler,760.29,Poultry
Oct-2008,2008,10,Million Pounds,Broiler,728.47,Poultry
Sep-2008,2008,9,Million Pounds,Broiler,719.88,Poultry
Aug-2008,2008,8,Million Pounds,Broiler,708.59,Poultry
Jul-2008,2008,7,Million Pounds,Broiler,739.2,Poultry
Jun-2008,2008,6,Million Pounds,Broiler,724.61,Poultry
May-2008,2008,5,Million Pounds,Broiler,727.54,Poultry
Apr-2008,2008,4,Million Pounds,Broiler,746.64,Poultry
Mar-2008,2008,3,Million Pounds,Broiler,742.75,Poultry
Feb-2008,2008,2,Million Pounds,Broiler,752.21,Poultry
Jan-2008,2008,1,Million Pounds,Broiler,718.8,Poultry
Dec-2007,2007,12,Million Pounds,Broiler,692.29,Poultry
Nov-2007,2007,11,Million Pounds,Broiler,668.73,Poultry
Oct-2007,2007,10,Million Pounds,Broiler,629.07,Poultry
Sep-2007,2007,9,Million Pounds,Broiler,623.7,Poultry
Aug-2007,2007,8,Million Pounds,Broiler,637.12,Poultry
Jul-2007,2007,7,Million Pounds,Broiler,619.17,Poultry
Jun-2007,2007,6,Million Pounds,Broiler,590.58,Poultry
May-2007,2007,5,Million Pounds,Broiler,584.14,Poultry
Apr-2007,2007,4,Million Pounds,Broiler,580.96,Poultry
Mar-2007,2007,3,Million Pounds,Broiler,600.89,Poultry
Feb-2007,2007,2,Million Pounds,Broiler,659.11,Poultry
Jan-2007,2007,1,Million Pounds,Broiler,732.31,Poultry
Dec-2006,2006,12,Million Pounds,Broiler,670.6,Poultry
Nov-2006,2006,11,Million Pounds,Broiler,696.74,Poultry
Oct-2006,2006,10,Million Pounds,Broiler,685.76,Poultry
Sep-2006,2006,9,Million Pounds,Broiler,685.02,Poultry
Aug-2006,2006,8,Million Pounds,Broiler,704.33,Poultry
Jul-2006,2006,7,Million Pounds,Broiler,760.52,Poultry
Jun-2006,2006,6,Million Pounds,Broiler,753.17,Poultry
May-2006,2006,5,Million Pounds,Broiler,817.58,Poultry
Apr-2006,2006,4,Million Pounds,Broiler,854.27,Poultry
Mar-2006,2006,3,Million Pounds,Broiler,910.92,Poultry
Feb-2006,2006,2,Million Pounds,Broiler,907.97,Poultry
Jan-2006,2006,1,Million Pounds,Broiler,910.45,Poultry
Dec-2005,2005,12,Million Pounds,Broiler,859,Poultry
Nov-2005,2005,11,Million Pounds,Broiler,791.32,Poultry
Oct-2005,2005,10,Million Pounds,Broiler,742.85,Poultry
Sep-2005,2005,9,Million Pounds,Broiler,695.65,Poultry
Aug-2005,2005,8,Million Pounds,Broiler,710.33,Poultry
Jul-2005,2005,7,Million Pounds,Broiler,675.93,Poultry
Jun-2005,2005,6,Million Pounds,Broiler,652.86,Poultry
May-2005,2005,5,Million Pounds,Broiler,678.78,Poultry
Apr-2005,2005,4,Million Pounds,Broiler,657.93,Poultry
Mar-2005,2005,3,Million Pounds,Broiler,620.29,Poultry
Feb-2005,2005,2,Million Pounds,Broiler,630.09,Poultry
Jan-2005,2005,1,Million Pounds,Broiler,701.79,Poultry
Dec-2004,2004,12,Million Pounds,Broiler,747.64,Poultry
Nov-2004,2004,11,Million Pounds,Broiler,779.82,Poultry
Oct-2004,2004,10,Million Pounds,Broiler,758.93,Poultry
Sep-2004,2004,9,Million Pounds,Broiler,704.19,Poultry
Aug-2004,2004,8,Million Pounds,Broiler,706.04,Poultry
Jul-2004,2004,7,Million Pounds,Broiler,748.86,Poultry
Jun-2004,2004,6,Million Pounds,Broiler,642.81,Poultry
May-2004,2004,5,Million Pounds,Broiler,621.98,Poultry
Apr-2004,2004,4,Million Pounds,Broiler,581.75,Poultry
Mar-2004,2004,3,Million Pounds,Broiler,522.8,Poultry
Feb-2004,2004,2,Million Pounds,Broiler,520.17,Poultry
Jan-2004,2004,1,Million Pounds,Broiler,596.83,Poultry
Dec-2003,2003,12,Million Pounds,Broiler,557.8,Poultry
Nov-2003,2003,11,Million Pounds,Broiler,586.71,Poultry
Oct-2003,2003,10,Million Pounds,Broiler,590.66,Poultry
Sep-2003,2003,9,Million Pounds,Broiler,601.01,Poultry
Aug-2003,2003,8,Million Pounds,Broiler,621.27,Poultry
Jul-2003,2003,7,Million Pounds,Broiler,639.61,Poultry
Jun-2003,2003,6,Million Pounds,Broiler,672.03,Poultry
May-2003,2003,5,Million Pounds,Broiler,,Poultry
Apr-2003,2003,4,Million Pounds,Broiler,,Poultry
Mar-2003,2003,3,Million Pounds,Broiler,,Poultry
Feb-2003,2003,2,Million Pounds,Broiler,,Poultry
Jan-2003,2003,1,Million Pounds,Broiler,,Poultry
Dec-2002,2002,12,Million Pounds,Broiler,,Poultry
Nov-2002,2002,11,Million Pounds,Broiler,,Poultry
Oct-2002,2002,10,Million Pounds,Broiler,,Poultry
Sep-2002,2002,9,Million Pounds,Broiler,,Poultry
Aug-2002,2002,8,Million Pounds,Broiler,,Poultry
Jul-2002,2002,7,Million Pounds,Broiler,,Poultry
Jun-2002,2002,6,Million Pounds,Broiler,,Poultry
May-2002,2002,5,Million Pounds,Broiler,,Poultry
Apr-2002,2002,4,Million Pounds,Broiler,,Poultry
Mar-2002,2002,3,Million Pounds,Broiler,,Poultry
Feb-2002,2002,2,Million Pounds,Broiler,,Poultry
Jan-2002,2002,1,Million Pounds,Broiler,,Poultry
Dec-2001,2001,12,Million Pounds,Broiler,,Poultry
Nov-2001,2001,11,Million Pounds,Broiler,,Poultry
Oct-2001,2001,10,Million Pounds,Broiler,,Poultry
Sep-2001,2001,9,Million Pounds,Broiler,,Poultry
Aug-2001,2001,8,Million Pounds,Broiler,,Poultry
Jul-2001,2001,7,Million Pounds,Broiler,,Poultry
Jun-2001,2001,6,Million Pounds,Broiler,,Poultry
May-2001,2001,5,Million Pounds,Broiler,,Poultry
Apr-2001,2001,4,Million Pounds,Broiler,,Poultry
Mar-2001,2001,3,Million Pounds,Broiler,,Poultry
Feb-2001,2001,2,Million Pounds,Broiler,,Poultry
Jan-2001,2001,1,Million Pounds,Broiler,,Poultry
Dec-2000,2000,12,Million Pounds,Broiler,,Poultry
Nov-2000,2000,11,Million Pounds,Broiler,,Poultry
Oct-2000,2000,10,Million Pounds,Broiler,,Poultry
Sep-2000,2000,9,Million Pounds,Broiler,,Poultry
Aug-2000,2000,8,Million Pounds,Broiler,,Poultry
Jul-2000,2000,7,Million Pounds,Broiler,,Poultry
Jun-2000,2000,6,Million Pounds,Broiler,,Poultry
May-2000,2000,5,Million Pounds,Broiler,,Poultry
Apr-2000,2000,4,Million Pounds,Broiler,,Poultry
Mar-2000,2000,3,Million Pounds,Broiler,,Poultry
Feb-2000,2000,2,Million Pounds,Broiler,,Poultry
Jan-2000,2000,1,Million Pounds,Broiler,,Poultry
Dec-1999,1999,12,Million Pounds,Broiler,,Poultry
Nov-1999,1999,11,Million Pounds,Broiler,,Poultry
Oct-1999,1999,10,Million Pounds,Broiler,,Poultry
Sep-1999,1999,9,Million Pounds,Broiler,,Poultry
Aug-1999,1999,8,Million Pounds,Broiler,,Poultry
Jul-1999,1999,7,Million Pounds,Broiler,,Poultry
Jun-1999,1999,6,Million Pounds,Broiler,,Poultry
May-1999,1999,5,Million Pounds,Broiler,,Poultry
Apr-1999,1999,4,Million Pounds,Broiler,,Poultry
Mar-1999,1999,3,Million Pounds,Broiler,,Poultry
Feb-1999,1999,2,Million Pounds,Broiler,,Poultry
Jan-1999,1999,1,Million Pounds,Broiler,,Poultry
Dec-1998,1998,12,Million Pounds,Broiler,,Poultry
Nov-1998,1998,11,Million Pounds,Broiler,,Poultry
Oct-1998,1998,10,Million Pounds,Broiler,,Poultry
Sep-1998,1998,9,Million Pounds,Broiler,,Poultry
Aug-1998,1998,8,Million Pounds,Broiler,,Poultry
Jul-1998,1998,7,Million Pounds,Broiler,,Poultry
Jun-1998,1998,6,Million Pounds,Broiler,,Poultry
May-1998,1998,5,Million Pounds,Broiler,,Poultry
Apr-1998,1998,4,Million Pounds,Broiler,,Poultry
Mar-1998,1998,3,Million Pounds,Broiler,,Poultry
Feb-1998,1998,2,Million Pounds,Broiler,,Poultry
Jan-1998,1998,1,Million Pounds,Broiler,,Poultry
Dec-1997,1997,12,Million Pounds,Broiler,,Poultry
Nov-1997,1997,11,Million Pounds,Broiler,,Poultry
Oct-1997,1997,10,Million Pounds,Broiler,,Poultry
Sep-1997,1997,9,Million Pounds,Broiler,,Poultry
Aug-1997,1997,8,Million Pounds,Broiler,,Poultry
Jul-1997,1997,7,Million Pounds,Broiler,,Poultry
Jun-1997,1997,6,Million Pounds,Broiler,,Poultry
May-1997,1997,5,Million Pounds,Broiler,,Poultry
Apr-1997,1997,4,Million Pounds,Broiler,,Poultry
Mar-1997,1997,3,Million Pounds,Broiler,,Poultry
Feb-1997,1997,2,Million Pounds,Broiler,,Poultry
Jan-1997,1997,1,Million Pounds,Broiler,,Poultry
Dec-1996,1996,12,Million Pounds,Broiler,,Poultry
Nov-1996,1996,11,Million Pounds,Broiler,,Poultry
Oct-1996,1996,10,Million Pounds,Broiler,,Poultry
Sep-1996,1996,9,Million Pounds,Broiler,,Poultry
Aug-1996,1996,8,Million Pounds,Broiler,,Poultry
Jul-1996,1996,7,Million Pounds,Broiler,,Poultry
Jun-1996,1996,6,Million Pounds,Broiler,,Poultry
May-1996,1996,5,Million Pounds,Broiler,,Poultry
Apr-1996,1996,4,Million Pounds,Broiler,,Poultry
Mar-1996,1996,3,Million Pounds,Broiler,,Poultry
Feb-1996,1996,2,Million Pounds,Broiler,,Poultry
Jan-1996,1996,1,Million Pounds,Broiler,,Poultry
Dec-1995,1995,12,Million Pounds,Broiler,,Poultry
Nov-1995,1995,11,Million Pounds,Broiler,,Poultry
Oct-1995,1995,10,Million Pounds,Broiler,,Poultry
Sep-1995,1995,9,Million Pounds,Broiler,,Poultry
Aug-1995,1995,8,Million Pounds,Broiler,,Poultry
Jul-1995,1995,7,Million Pounds,Broiler,,Poultry
Jun-1995,1995,6,Million Pounds,Broiler,,Poultry
May-1995,1995,5,Million Pounds,Broiler,,Poultry
Apr-1995,1995,4,Million Pounds,Broiler,,Poultry
Mar-1995,1995,3,Million Pounds,Broiler,,Poultry
Feb-1995,1995,2,Million Pounds,Broiler,,Poultry
Jan-1995,1995,1,Million Pounds,Broiler,,Poultry
Dec-1994,1994,12,Million Pounds,Broiler,,Poultry
Nov-1994,1994,11,Million Pounds,Broiler,,Poultry
Oct-1994,1994,10,Million Pounds,Broiler,,Poultry
Sep-1994,1994,9,Million Pounds,Broiler,,Poultry
Aug-1994,1994,8,Million Pounds,Broiler,,Poultry
Jul-1994,1994,7,Million Pounds,Broiler,,Poultry
Jun-1994,1994,6,Million Pounds,Broiler,,Poultry
May-1994,1994,5,Million Pounds,Broiler,,Poultry
Apr-1994,1994,4,Million Pounds,Broiler,,Poultry
Mar-1994,1994,3,Million Pounds,Broiler,,Poultry
Feb-1994,1994,2,Million Pounds,Broiler,,Poultry
Jan-1994,1994,1,Million Pounds,Broiler,,Poultry
Dec-1993,1993,12,Million Pounds,Broiler,,Poultry
Nov-1993,1993,11,Million Pounds,Broiler,,Poultry
Oct-1993,1993,10,Million Pounds,Broiler,,Poultry
Sep-1993,1993,9,Million Pounds,Broiler,,Poultry
Aug-1993,1993,8,Million Pounds,Broiler,,Poultry
Jul-1993,1993,7,Million Pounds,Broiler,,Poultry
Jun-1993,1993,6,Million Pounds,Broiler,,Poultry
May-1993,1993,5,Million Pounds,Broiler,,Poultry
Apr-1993,1993,4,Million Pounds,Broiler,,Poultry
Mar-1993,1993,3,Million Pounds,Broiler,,Poultry
Feb-1993,1993,2,Million Pounds,Broiler,,Poultry
Jan-1993,1993,1,Million Pounds,Broiler,,Poultry
Dec-1992,1992,12,Million Pounds,Broiler,,Poultry
Nov-1992,1992,11,Million Pounds,Broiler,,Poultry
Oct-1992,1992,10,Million Pounds,Broiler,,Poultry
Sep-1992,1992,9,Million Pounds,Broiler,,Poultry
Aug-1992,1992,8,Million Pounds,Broiler,,Poultry
Jul-1992,1992,7,Million Pounds,Broiler,,Poultry
Jun-1992,1992,6,Million Pounds,Broiler,,Poultry
May-1992,1992,5,Million Pounds,Broiler,,Poultry
Apr-1992,1992,4,Million Pounds,Broiler,,Poultry
Mar-1992,1992,3,Million Pounds,Broiler,,Poultry
Feb-1992,1992,2,Million Pounds,Broiler,,Poultry
Jan-1992,1992,1,Million Pounds,Broiler,,Poultry
Dec-1991,1991,12,Million Pounds,Broiler,,Poultry
Nov-1991,1991,11,Million Pounds,Broiler,,Poultry
Oct-1991,1991,10,Million Pounds,Broiler,,Poultry
Sep-1991,1991,9,Million Pounds,Broiler,,Poultry
Aug-1991,1991,8,Million Pounds,Broiler,,Poultry
Jul-1991,1991,7,Million Pounds,Broiler,,Poultry
Jun-1991,1991,6,Million Pounds,Broiler,,Poultry
May-1991,1991,5,Million Pounds,Broiler,,Poultry
Apr-1991,1991,4,Million Pounds,Broiler,,Poultry
Mar-1991,1991,3,Million Pounds,Broiler,,Poultry
Feb-1991,1991,2,Million Pounds,Broiler,,Poultry
Jan-1991,1991,1,Million Pounds,Broiler,,Poultry
Dec-1990,1990,12,Million Pounds,Broiler,,Poultry
Nov-1990,1990,11,Million Pounds,Broiler,,Poultry
Oct-1990,1990,10,Million Pounds,Broiler,,Poultry
Sep-1990,1990,9,Million Pounds,Broiler,,Poultry
Aug-1990,1990,8,Million Pounds,Broiler,,Poultry
Jul-1990,1990,7,Million Pounds,Broiler,,Poultry
Jun-1990,1990,6,Million Pounds,Broiler,,Poultry
May-1990,1990,5,Million Pounds,Broiler,,Poultry
Apr-1990,1990,4,Million Pounds,Broiler,,Poultry
Mar-1990,1990,3,Million Pounds,Broiler,,Poultry
Feb-1990,1990,2,Million Pounds,Broiler,,Poultry
Jan-1990,1990,1,Million Pounds,Broiler,,Poultry
Dec-1989,1989,12,Million Pounds,Broiler,,Poultry
Nov-1989,1989,11,Million Pounds,Broiler,,Poultry
Oct-1989,1989,10,Million Pounds,Broiler,,Poultry
Sep-1989,1989,9,Million Pounds,Broiler,,Poultry
Aug-1989,1989,8,Million Pounds,Broiler,,Poultry
Jul-1989,1989,7,Million Pounds,Broiler,,Poultry
Jun-1989,1989,6,Million Pounds,Broiler,,Poultry
May-1989,1989,5,Million Pounds,Broiler,,Poultry
Apr-1989,1989,4,Million Pounds,Broiler,,Poultry
Mar-1989,1989,3,Million Pounds,Broiler,,Poultry
Feb-1989,1989,2,Million Pounds,Broiler,,Poultry
Jan-1989,1989,1,Million Pounds,Broiler,,Poultry
Dec-1988,1988,12,Million Pounds,Broiler,,Poultry
Nov-1988,1988,11,Million Pounds,Broiler,,Poultry
Oct-1988,1988,10,Million Pounds,Broiler,,Poultry
Sep-1988,1988,9,Million Pounds,Broiler,,Poultry
Aug-1988,1988,8,Million Pounds,Broiler,,Poultry
Jul-1988,1988,7,Million Pounds,Broiler,,Poultry
Jun-1988,1988,6,Million Pounds,Broiler,,Poultry
May-1988,1988,5,Million Pounds,Broiler,,Poultry
Apr-1988,1988,4,Million Pounds,Broiler,,Poultry
Mar-1988,1988,3,Million Pounds,Broiler,,Poultry
Feb-1988,1988,2,Million Pounds,Broiler,,Poultry
Jan-1988,1988,1,Million Pounds,Broiler,,Poultry
Dec-1987,1987,12,Million Pounds,Broiler,,Poultry
Nov-1987,1987,11,Million Pounds,Broiler,,Poultry
Oct-1987,1987,10,Million Pounds,Broiler,,Poultry
Sep-1987,1987,9,Million Pounds,Broiler,,Poultry
Aug-1987,1987,8,Million Pounds,Broiler,,Poultry
Jul-1987,1987,7,Million Pounds,Broiler,,Poultry
Jun-1987,1987,6,Million Pounds,Broiler,,Poultry
May-1987,1987,5,Million Pounds,Broiler,,Poultry
Apr-1987,1987,4,Million Pounds,Broiler,,Poultry
Mar-1987,1987,3,Million Pounds,Broiler,,Poultry
Feb-1987,1987,2,Million Pounds,Broiler,,Poultry
Jan-1987,1987,1,Million Pounds,Broiler,,Poultry
Dec-1986,1986,12,Million Pounds,Broiler,,Poultry
Nov-1986,1986,11,Million Pounds,Broiler,,Poultry
Oct-1986,1986,10,Million Pounds,Broiler,,Poultry
Sep-1986,1986,9,Million Pounds,Broiler,,Poultry
Aug-1986,1986,8,Million Pounds,Broiler,,Poultry
Jul-1986,1986,7,Million Pounds,Broiler,,Poultry
Jun-1986,1986,6,Million Pounds,Broiler,,Poultry
May-1986,1986,5,Million Pounds,Broiler,,Poultry
Apr-1986,1986,4,Million Pounds,Broiler,,Poultry
Mar-1986,1986,3,Million Pounds,Broiler,,Poultry
Feb-1986,1986,2,Million Pounds,Broiler,,Poultry
Jan-1986,1986,1,Million Pounds,Broiler,,Poultry
Dec-1985,1985,12,Million Pounds,Broiler,,Poultry
Nov-1985,1985,11,Million Pounds,Broiler,,Poultry
Oct-1985,1985,10,Million Pounds,Broiler,,Poultry
Sep-1985,1985,9,Million Pounds,Broiler,,Poultry
Aug-1985,1985,8,Million Pounds,Broiler,,Poultry
Jul-1985,1985,7,Million Pounds,Broiler,,Poultry
Jun-1985,1985,6,Million Pounds,Broiler,,Poultry
May-1985,1985,5,Million Pounds,Broiler,,Poultry
Apr-1985,1985,4,Million Pounds,Broiler,,Poultry
Mar-1985,1985,3,Million Pounds,Broiler,,Poultry
Feb-1985,1985,2,Million Pounds,Broiler,,Poultry
Jan-1985,1985,1,Million Pounds,Broiler,,Poultry
Dec-1984,1984,12,Million Pounds,Broiler,,Poultry
Nov-1984,1984,11,Million Pounds,Broiler,,Poultry
Oct-1984,1984,10,Million Pounds,Broiler,,Poultry
Sep-1984,1984,9,Million Pounds,Broiler,,Poultry
Aug-1984,1984,8,Million Pounds,Broiler,,Poultry
Jul-1984,1984,7,Million Pounds,Broiler,,Poultry
Jun-1984,1984,6,Million Pounds,Broiler,,Poultry
May-1984,1984,5,Million Pounds,Broiler,,Poultry
Apr-1984,1984,4,Million Pounds,Broiler,,Poultry
Mar-1984,1984,3,Million Pounds,Broiler,,Poultry
Feb-1984,1984,2,Million Pounds,Broiler,,Poultry
Jan-1984,1984,1,Million Pounds,Broiler,,Poultry
Dec-1983,1983,12,Million Pounds,Broiler,,Poultry
Nov-1983,1983,11,Million Pounds,Broiler,,Poultry
Oct-1983,1983,10,Million Pounds,Broiler,,Poultry
Sep-1983,1983,9,Million Pounds,Broiler,,Poultry
Aug-1983,1983,8,Million Pounds,Broiler,,Poultry
Jul-1983,1983,7,Million Pounds,Broiler,,Poultry
Jun-1983,1983,6,Million Pounds,Broiler,,Poultry
May-1983,1983,5,Million Pounds,Broiler,,Poultry
Apr-1983,1983,4,Million Pounds,Broiler,,Poultry
Mar-1983,1983,3,Million Pounds,Broiler,,Poultry
Feb-1983,1983,2,Million Pounds,Broiler,,Poultry
Jan-1983,1983,1,Million Pounds,Broiler,,Poultry
Dec-2023,2023,12,Million Pounds,Other Chicken,6.26,Poultry
Nov-2023,2023,11,Million Pounds,Other Chicken,7.03,Poultry
Oct-2023,2023,10,Million Pounds,Other Chicken,8.59,Poultry
Sep-2023,2023,9,Million Pounds,Other Chicken,9.25,Poultry
Aug-2023,2023,8,Million Pounds,Other Chicken,8.28,Poultry
Jul-2023,2023,7,Million Pounds,Other Chicken,7.85,Poultry
Jun-2023,2023,6,Million Pounds,Other Chicken,6.96,Poultry
May-2023,2023,5,Million Pounds,Other Chicken,6.37,Poultry
